SMILES,CID,xtb_T1,xtb_S1,TDDFT_T1,TDDFT_S1,T1err,S1err,xtb_S1_fL,TDDFT_S1_fL,S1fLerr,xtb_ML_T1,xtb_ML_S1
C1COC(O1)F,12100504,7.331,7.342,7.0837,7.172286,-0.24730000000000008,-0.16971399999999992,0.0019,0.000353,-0.001547,7.186955744661002,7.419553436614874
C1=CC2=C(C=C1N)C3=C(N2)C=CC(=C3)N,47108,2.793,3.463,2.6421,3.353963,-0.15090000000000003,-0.10903700000000027,0.0882,0.03156,-0.05664,2.5709711015992815,3.4218528497088063
COCC1=CC=C(C=C1)OC2=CC=CC=C2,122934,4.376,4.767,3.5664,4.671292,-0.8096000000000005,-0.09570800000000013,0.0154,0.012514,-0.0028859999999999997,3.7306197585866046,4.740836817580801
CN(C)C1=CC=C(C=C1)C(=O)O,12092,3.059,4.113,3.1236,4.391993,0.06459999999999999,0.2789929999999998,0.0839,0.28746,0.20356,2.9149590467622146,4.240931924764093
COC(=O)C1=CC=C(O1)C=CC2=CC=C(O2)[N+](=O)[O-],2295,2.044,3.266,1.6133,2.921717,-0.4307000000000001,-0.3442829999999999,1.5351,0.813075,-0.7220249999999999,1.6724271838091371,2.9718207024055694
CC1=C(C=C2N1C=CC=C2)C3=CC=CC=C3,1241516,2.795,3.398,2.5036,3.48906,-0.2913999999999999,0.0910599999999997,0.078,0.052946,-0.025054,2.1004098241739135,3.1551087847203347
C1=CC(=C2C(=C1)NC(=CC2=O)C(=O)O)N,15291518,2.513,3.15,2.1775,2.717444,-0.3354999999999997,-0.43255599999999994,0.0819,0.019685,-0.062215,2.3844582479544916,3.035667687614536
CC(=O)OC=COC,57237042,3.889,4.887,3.7872,5.327329,-0.10179999999999989,0.4403290000000002,0.3111,0.244252,-0.06684799999999999,3.639289098822905,4.9839603825139145
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,10207,2.28,2.845,2.2207,2.879506,-0.05929999999999991,0.034505999999999926,0.3336,0.070637,-0.262963,2.275049782112319,3.007386030542324
C1(=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,2334,4.382,4.483,3.2003,4.390489,-1.1816999999999998,-0.09251100000000001,0.0034,0.005015,0.0016150000000000005,3.2970332750763918,3.741665626956463
CNC1=NC=C2C(=N1)N=CN2,164897,2.91,3.845,2.2138,3.398779,-0.6962000000000002,-0.446221,0.2062,0.042778,-0.163422,2.7020006171586997,3.6948338110976344
C1=CC=C(C=C1)C2=CC(=O)C(=O)C3=CC=CC=C32,10513846,1.462,1.461,1.6046,2.065052,0.14260000000000006,0.604052,0.0003,0.000275,-2.4999999999999957e-05,1.4706723478185522,1.8339387097002309
CC1=C(C=C(C=C1)N)C#N,2735365,3.225,3.951,3.0372,4.088671,-0.1878000000000002,0.13767099999999965,0.1007,0.06453,-0.036169999999999994,2.934918306548099,4.1125811686928255
C1=CNC=C1CN,23295846,4.922,4.954,4.062,4.80109,-0.8599999999999994,-0.15290999999999944,0.0002,0.000696,0.000496,4.14041372985907,4.754810125883253
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,4992,3.414,4.089,3.4617,4.220684,0.047699999999999854,0.1316839999999999,0.1113,0.058028,-0.05327199999999999,3.045230364626467,4.047458442740322
C1=CC(=CC=C1C(=O)NCCO)N,458761,3.569,4.399,3.2536,4.593924,-0.3153999999999999,0.19492400000000032,0.046,0.169554,0.12355400000000001,3.220877519654396,4.361739004568699
C1=CC2=C3C(=C1)C=NC4=CC=CC(=C43)C=C2,9133,2.808,3.784,2.1555,3.627016,-0.6524999999999999,-0.156984,0.0216,0.241121,0.219521,2.1357529166847438,3.6210842987991327
C1=CC2=C3C(=C1)C4=CC=CC5=C4C3=C(C=C2)C=C5,9144,2.961,3.156,2.5377,3.197666,-0.4232999999999998,0.04166599999999976,0.0001,0.004175,0.004075,2.361323681841599,3.000708145591201
C1CN(CCN1)C2=NC=C(C=C2)[N+](=O)[O-],2928799,2.559,3.742,2.606,3.623767,0.04699999999999971,-0.11823300000000003,0.848,0.429329,-0.41867099999999996,2.4740034044040464,3.6918393929566884
CO[Si](CCCS)(O)O,71426750,5.527,5.55,4.837,5.217817,-0.6900000000000004,-0.3321829999999997,0.0232,0.009841,-0.013358999999999998,4.7254077614933925,5.1258666609177235
C1CNC2C1CNC2,11815320,5.548,5.565,4.916,5.024804,-0.6319999999999997,-0.5401960000000008,0.0173,0.014312,-0.0029879999999999993,4.770744208472833,4.99274217327576
C#CC1=CC=C(C=C1)C2=CC=CC=C2F,42040,4.038,4.749,2.9041,4.349988,-1.1339000000000001,-0.3990119999999999,0.0003,0.743629,0.743329,3.0670971633157897,4.585445870580809
C1=CC=C2C(=C1)C=CC3=C2SC4=CC=CC=C34,9198,3.259,3.895,2.6293,3.818546,-0.6296999999999997,-0.07645400000000002,0.0469,0.045498,-0.0014020000000000005,2.617202431684464,3.724118143986344
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,8852,6.395,6.405,6.1452,6.196524,-0.24979999999999958,-0.2084760000000001,0.049,0.093947,0.044947,6.3131100664292426,6.4238730854877035
CC(C)C1=CC=C(C=C1)C#N,26289,4.492,4.859,3.389,5.034656,-1.1030000000000002,0.17565600000000003,0.0077,0.003129,-0.004571,3.3662410120898603,4.95697065124169
C1CNCC=C1N2C3=CC=CC=C3NC2=O,75070,3.779,4.401,3.6063,4.791509,-0.17269999999999985,0.3905089999999998,0.1426,0.000745,-0.141855,3.4480062997206127,4.360688205389852
C1=CC=NC(=C1)CN2C=CC=C2,736206,4.839,5.201,4.0622,4.171107,-0.7768000000000006,-1.0298929999999995,0.022,0.029184,0.007184000000000003,3.866957789031457,4.770095291336618
CCC(C)CCCC(C)CCCC(C)C,19773,8.793,8.81,7.2752,7.341734,-1.5177999999999994,-1.4682660000000007,0.0022,0.008088,0.005887999999999999,7.48918085373152,7.715089844503345
CC1=CC(=CC(=C1O)C(C)(C)C)SC2=CC(=C(C(=C2)C)O)C(C)(C)C,7306,3.822,4.274,3.3369,4.206412,-0.4851000000000001,-0.06758799999999976,0.0855,0.01777,-0.06773000000000001,3.4026541818475575,4.228044059291129
CC1=C(SC=C1)C=C[N+](=O)[O-],54505395,2.167,3.557,2.0871,3.535859,-0.07989999999999986,-0.021141000000000076,0.9263,0.001818,-0.924482,1.8573137163570224,3.4440633971081955
C1=CC2=C3C(=C1)C=C4C=CC5=C6C4=C3C(=CC6=CC=C5)C=C2,9118,2.0,3.267,1.3784,2.809237,-0.6215999999999999,-0.4577629999999999,0.7648,0.321551,-0.44324900000000006,1.2407604654307065,3.029688183937786
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,7593,4.308,4.309,3.4858,4.070367,-0.8222,-0.2386330000000001,0.0012,0.006634,0.0054340000000000005,3.6282254433530987,4.365843806058265
C1=CC2=CC(=CC(=C2N=C1)O)Cl,384162,3.158,4.137,2.6752,3.968464,-0.4828000000000001,-0.16853599999999958,0.1447,0.048424,-0.096276,2.517000459221318,4.007666370642288
CC1=CCC(CC1)(C)C2(CCCC2=C)C,114857,5.121,5.918,3.8635,5.485032,-1.2575000000000003,-0.4329679999999998,0.0126,0.001952,-0.010648,3.806479409177541,5.784990604537295
CSC(SC)SC,138491,5.182,5.207,4.4668,4.899072,-0.7152000000000003,-0.30792799999999954,0.0065,0.006603,0.00010300000000000066,4.447481463418697,4.876353236636416
CCCCOC1=CC=CC=C1,14311,4.31,4.795,3.7203,5.041405,-0.5896999999999997,0.2464050000000002,0.0407,0.03332,-0.007379999999999998,3.7302088332610293,5.032382346720941
C1=CC(=CN=C1)C2=CN=CN2,3040177,3.496,4.574,3.0635,4.302294,-0.4325000000000001,-0.271706,0.7188,0.136198,-0.582602,2.8550785211642546,4.303689958922211
C1=CC2=C(C(=C1)N)C(=CC=C2)N,68067,2.834,3.926,2.5007,3.88693,-0.33329999999999993,-0.03907000000000016,0.0796,0.117013,0.037413,2.632544014963652,4.007495076760294
C1=CC2=C3C(=CC=C4C3=C1C=CC4=O)C=CC2=O,15699,1.772,2.676,1.336,2.451852,-0.43599999999999994,-0.22414800000000001,0.0,0.0,0.0,1.695283150945947,2.9051771889738336
CNCC1=NC=CN1C,4962631,4.971,5.472,4.1607,5.382983,-0.8102999999999998,-0.08901700000000012,0.0022,0.0259,0.0237,4.193491903937616,5.00976945525245
CCCN(CCC)CCC,7616,5.514,5.554,4.8367,4.918816,-0.6772999999999998,-0.6351840000000006,0.0634,0.015328,-0.048072,5.004916434229526,5.062721780583944
CC1=C2C(=CC=C1)C(=CS2)C,85503,3.664,4.467,3.1382,4.536126,-0.5258000000000003,0.06912600000000069,0.0887,0.084054,-0.004645999999999997,3.1066363592741477,4.515787567838924
CC1=C2C=CC3=C4C2=C(C=CC4=CC=C3)C5=CC=CC=C15,16935,2.347,3.477,1.7604,3.078179,-0.5866,-0.39882099999999987,0.6831,0.272433,-0.41066700000000006,1.706332671188551,3.2793695165543992
CC1=C(OC2=CC=CC=C12)C,2734646,3.82,4.64,3.2705,4.830339,-0.5494999999999997,0.1903390000000007,0.0337,0.125291,0.091591,3.335780993981122,4.682694338504394
CCCCC(CCCC)C1=CC=CC=N1,137778,4.8,4.819,3.8946,4.798329,-0.9053999999999998,-0.020671000000000106,0.01,0.004473,-0.005527,3.6840305571229894,4.481880757486425
C1=CC=C(C=C1)CCC=O,7707,4.393,4.393,3.7415,4.279943,-0.6515,-0.11305699999999952,0.0002,0.00055,0.00035000000000000005,3.3603712306678872,4.450209787018683
C1=C2C(=NC=N1)N=C(N2)C(F)(F)F,350695,3.936,4.215,3.5811,4.01169,-0.35489999999999977,-0.2033100000000001,0.0018,0.002502,0.0007019999999999999,3.333489396415228,4.036350002756741
CC(C)(C)OC(=O)C1=CC(=CC=C1)N,2737408,3.166,3.818,3.0901,4.000664,-0.07589999999999986,0.18266400000000038,0.0841,0.050782,-0.03331799999999999,2.803737116797272,3.9349279151364827
CC(CS)S,61217,5.353,5.359,4.9118,5.282541,-0.44119999999999937,-0.07645899999999983,0.001,0.001337,0.00033700000000000006,4.834351748824029,5.255480930272072
CCCCN(CCCC)CC1CO1,12401886,5.486,5.53,5.0251,5.11447,-0.46089999999999964,-0.4155300000000004,0.0591,0.019712,-0.039388,5.027564122659952,5.089853751830638
CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O,442256,4.437,4.44,3.6047,4.151918,-0.8323000000000005,-0.28808200000000017,0.0001,0.000829,0.0007289999999999999,3.4610119319026516,4.220332676186758
C1=CC=C(C(=C1)C(=O)O)O,338,3.89,4.512,3.5171,4.654734,-0.3729,0.1427340000000008,0.0882,4.3e-05,-0.088157,3.5466057622675606,4.541818556097303
C1=NSC=N1,6451464,4.579,5.635,3.877,5.066667,-0.702,-0.568333,0.0009,0.001416,0.000516,3.8244081062606865,5.41453796718779
C1CC(=C1C2=CC=CC=C2)C3=CC=CC=C3,76811,2.954,4.053,2.393,3.828974,-0.5610000000000004,-0.22402599999999984,0.9246,0.5276,-0.397,2.160824046811061,3.844732269418856
C(=O)(Cl)Cl,6371,6.766,6.766,4.7029,5.369988,-2.0631000000000004,-1.3960119999999998,0.0,0.0,0.0,4.259932347709594,4.736516976578286
CC1=CC2=C(C=C1)C=C(C=C2)C,11387,3.447,4.211,2.7825,4.259999,-0.6644999999999999,0.04899899999999935,0.0067,0.024365,0.017665,2.6971824641327755,4.266157135534126
CC1=CCC(CC1)C(=CCC=C(C)C)C,5352653,5.06,5.831,3.9383,5.363579,-1.1216999999999997,-0.46742100000000075,0.0096,0.003391,-0.006208999999999999,3.9642213115525413,5.391110221737875
CCO[Si](C)(CCCCN)OCC,18214,6.241,6.257,5.369,5.582102,-0.8719999999999999,-0.6748979999999998,0.0139,0.007377,-0.006522999999999999,5.93027560726142,6.084777779252079
C1CC2=C(C=CC=N2)C(=O)C1,3016811,3.81,3.81,3.1303,3.573244,-0.6797,-0.2367560000000002,0.0001,4.9e-05,-5.1000000000000006e-05,3.1977936974337053,3.5675544753046187
C[Si](C)(C)C1=CC=CC=C1[Si](C)(C)C,519794,5.076,4.994,3.6051,5.102856,-1.4708999999999994,0.10885600000000029,0.0,0.00952,0.00952,3.7918477900116137,5.07800781985837
CC1=CC(=CC=C1)C(=O)Cl,74375,3.785,4.33,3.2812,4.416456,-0.5038,0.08645600000000009,0.0508,0.031433,-0.019366999999999995,2.942439206817266,4.184136908643454
C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-],5955,1.873,3.226,1.4232,3.175137,-0.4498,-0.0508630000000001,0.0001,0.193657,0.193557,1.6561986050147453,3.368458299647771
CC1=CC=C(CC1)C(C)C,7462,3.104,4.44,2.4895,4.483433,-0.6145,0.04343299999999939,0.3979,0.241383,-0.156517,2.2290313284491368,4.154469788862586
CCC1=C(C(=O)C=CN1C)O,86320,3.051,4.183,3.0605,4.556437,0.009500000000000064,0.373437,0.0379,0.046268,0.008367999999999993,3.0162127357104924,4.4152268530392105
C1=CC=C2C(=C1)C=C(C(=N2)C(=O)O)C(=O)O,69508,3.282,3.975,2.6294,3.718349,-0.6526000000000001,-0.2566510000000002,0.0306,0.012673,-0.017927,2.441259499817608,3.705096058674798
C1=CC=C(C=C1)C2=CC=CC=C2CN,263366,4.61,4.937,3.3934,4.889271,-1.2166000000000001,-0.047729000000000354,0.0001,0.047355,0.047255,3.5632211991019425,4.863511734182938
C1=CC2=C(C=CC(=C2N=C1)O)F,217907,3.064,4.008,2.5819,3.772428,-0.4821,-0.2355719999999999,0.1411,0.048264,-0.092836,2.5009708857547643,3.935045515470288
CC(C)(C(=O)OC)C(=O)Cl,13881929,5.996,6.002,4.5114,5.050466,-1.4846000000000004,-0.9515339999999997,0.0118,0.002619,-0.009181,4.664007364916733,5.2632665224051225
CC1=CC=C(C=C1)NC(=O)C,7684,4.093,4.676,3.4645,4.844159,-0.6284999999999998,0.16815900000000017,0.041,0.013328,-0.027672000000000002,3.450550514799643,4.840212596863341
C1=CN(N=C1)SN,19959634,5.262,5.358,4.1563,5.354966,-1.1056999999999997,-0.003033999999999537,0.0004,0.018926,0.018525999999999997,4.934547128917912,5.496127911366638
C1=CC=C2C(=C1)C=CC(=C2O)CC3=CC=CC=N3,15617857,3.117,4.102,2.6139,3.291183,-0.5030999999999999,-0.8108170000000001,0.1577,0.003571,-0.15412900000000002,2.5419804984120247,3.993033241356154
CC1=CN(C=N1)C2=CN=CC=C2,44388612,4.009,4.754,3.5209,4.194461,-0.4881000000000002,-0.5595389999999991,0.2435,0.018682,-0.224818,3.3574955986207566,4.497491604113324
C1C=CSSS1,21989930,4.105,4.13,2.8807,3.506006,-1.2243000000000004,-0.6239939999999997,0.0015,0.004459,0.0029590000000000003,2.8698517729826283,3.347280000989169
CC1=C2C(=CC=C1)CCCN2,2774166,3.656,4.178,3.4908,4.274583,-0.1652,0.09658299999999986,0.0592,0.00183,-0.057370000000000004,3.406985499738998,4.290688732935518
CSC1=NC2=C(S1)C=CC(=C2)Cl,645746,3.725,4.363,3.2142,4.397699,-0.5108000000000001,0.03469899999999981,0.2339,0.156348,-0.07755200000000001,3.106818352961782,4.156390377778456
C1CN(CC=C1)CCC2=CC=CC=C2,13925346,5.08,5.037,3.7458,4.813731,-1.3342,-0.22326900000000016,0.0003,0.001981,0.0016810000000000002,3.9781334588591344,4.968664173400497
C1=CC=C2C(=C1)N=CC(=N2)C(F)(F)F,10352693,3.396,3.591,2.6907,3.544596,-0.7052999999999998,-0.046404000000000334,0.0081,0.002428,-0.005672,2.7532715651242956,3.5707647942927747
CC1=NC(=CC=C1)C(=O)N,12362936,4.297,4.299,3.3195,4.6053,-0.9774999999999996,0.30629999999999935,0.0059,0.003386,-0.0025139999999999997,3.5495330391649595,4.196241390545409
